1234567890
QWERTYUIOPASDFGHJKLZXCVBNM
qwertyuiopasdfghjklzxcvbnm
~!@#$%^&*()_+|-=\{}:’"<>?[];',./ ©△○□★☆⊙∞
■◆◇◎♣♧♡♥◈※→↑ ▲▼

English 한국어 日本語 繁體中文 ภาษาไทย 


夜, 念, 富, 止
key	_대분류	_소분류	_번역 안됨	en_US	ko_KR	ja_JP	zh_TW	th_TH	_스킬(영어원문 / 지우면 안됨)	_스킬(일어원문 / 지우면 안됨)	_스킬(중국어원문 / 지우면 안됨)	_스킬(태국어원문 / 지우면 안됨)	_비고2	1
11504			FALSE	"<color=#00ff00><size=28>Launch Celebration Event League Boost Notice</size></color>
A special event league is underway to celebrate our launch. During this league, an <color=#FBE00A>Event League Boost</color> has been applied so you can earn more abundant rewards!

Event League Boost Details
 1. Reduced promotion score requirements for Diamond/Platinum
 2. Total of 9 Event League Tickets provided
   ⊙ Distribution Period: Evening of Nov 12 (Wed) ~ Nov 16 (Sun)
   ⊙ Daily at 12:00 PM / 6:00 PM (UTC+9)
        Distributed twice per day
◎ The Event League Boost will be applied starting from Nov 12 (Wed) 6:00 PM (UTC+9).

Take advantage of the Event League Boost to challenge higher ranks and claim special rewards during the remaining period!

※ Event League rewards may vary by round and are subject to change or discontinuation based on operational circumstances."	"<color=#00ff00><size=28>런칭 기념 이벤트 리그 부스트 안내</size></color>
런칭을 기념하는 특별한 이벤트 리그가 진행 중입니다. 이번 리그에서는 여러분이 더 풍성한 보상을 얻을 수 있도록 <color=#FBE00A>이벤트 리그 부스트</color>가 적용됩니다!

이벤트 리그 부스트 내용
 1. 다이아 / 플래티넘 승급 점수 하향
 2. 이벤트 리그 티켓 총 9회 지급
   ⊙ 지급 기간: 11/12(수) 저녁 ~ 11/16(일)
   ⊙ 매일 12:00PM / 6:00PM (UTC+9)
        하루 2회씩 지급
◎ 이벤트 리그 부스트는 11/12(수) 6:00PM (UTC+9) 부터 적용됩니다.

이벤트 리그 부스트를 통해 남은 기간 동안 더 높은 등급에 도전하고 특별한 보상을 획득해 보세요!

※ 이벤트 리그 보상은 회차별로 달라질 수 있으며,
운영 사정에 따라 변경되거나 중단될 수 있습니다."	"<color=#00ff00><size=28>ローンチ特別イベントリーグブースト案内</size></color>
ローンチを祝福する特別なイベントリーグが開催中です。今回のリーグでは、より多くの報酬を獲得できるよう<color=#FBE00A>イベントリーグブースト</color>が適用されます!

イベントリーグブースト内容
 1. ダイヤ/プラチナ昇格スコア引き下げ
 2. イベントリーグチケット合計9回支給
   ⊙ 支給期間: 11/12(水)夕方 ~ 11/16(日)
   ⊙ 毎日12:00PM / 6:00PM (UTC+9)
        1日2回ずつ支給
◎ イベントリーグブーストは11/12(水) 6:00PM (UTC+9)から適用されます。

イベントリーグブーストを活用して、残りの期間でより高いランクに挑戦し、特別な報酬を獲得してみてください!

※ イベントリーグ報酬はラウンドごとに異なる場合があり、運営上の事情により変更または終了される場合があります。"	"<color=#00ff00><size=28>推出慶祝活動聯賽加成通知</size></color>
為慶祝正式推出,特別活動聯賽現正進行中。在本次聯賽中,我們提供了<color=#FBE00A>活動聯賽加成</color>,讓您能獲得更豐厚的獎勵!

活動聯賽加成內容
 1. 降低鑽石/白金晉級分數要求
 2. 總共發放9次活動聯賽門票
   ⊙ 發放期間: 11/12(三)晚間 ~ 11/16(日)
   ⊙ 每日12:00PM / 6:00PM (UTC+9)
        每天發放2次
◎ 活動聯賽加成將從11/12(三) 6:00PM (UTC+9)開始適用。

請善用活動聯賽加成,在剩餘期間挑戰更高等級並獲取特別獎勵!

※ 活動聯賽獎勵可能因回合而異,並可能因營運情況而有所變更或中止。"	"<color=#00ff00><size=28>ประกาศบูสต์ลีกอีเวนต์ฉลองเปิดตัว</size></color>
ลีกอีเวนต์พิเศษกำลังจัดขึ้นเพื่อเฉลิมฉลองการเปิดตัว ในลีกนี้เราได้จัดเตรียม<color=#FBE00A>บูสต์ลีกอีเวนต์</color>เพื่อให้คุณได้รับรางวัลที่มากขึ้น!

รายละเอียดบูสต์ลีกอีเวนต์
 1. ลดคะแนนที่ต้องการสำหรับการเลื่อนขั้นไดมอนด์/แพลทินัม
 2. แจกตั๋วลีกอีเวนต์ทั้งหมด 9 ครั้ง
   ⊙ ช่วงเวลาแจก: เย็นวันที่ 12/11(พ.) ~ 16/11(อา.)
   ⊙ ทุกวันเวลา 12:00PM / 6:00PM (UTC+9)
        แจกวันละ 2 ครั้ง
◎ บูสต์ลีกอีเวนต์จะเริ่มใช้งานตั้งแต่ 12/11(พ.) 6:00PM (UTC+9)

ใช้ประโยชน์จากบูสต์ลีกอีเวนต์เพื่อท้าทายแรงค์ที่สูงขึ้นและรับรางวัลพิเศษในช่วงเวลาที่เหลือ!

※ รางวัลลีกอีเวนต์อาจแตกต่างกันในแต่ละรอบและอาจมีการเปลี่ยนแปลงหรือยกเลิกตามสถานการณ์การดำเนินงาน"						
11505			FALSE	"<color=#00ff00><size=28>Event League Guide</size></color>
The Event League will be held for 10 days starting from November 24th.
Event League Details
 1. Ticket Distribution on Event Day 1
   ⊙ Distribution Period: 11/24
   ⊙ 12:00PM / 6:00PM (UTC+9) on that day
   ⊙ 5 tickets distributed at each time
 2. Event League Ticket Push Notifications
   ⊙ Distribution Period: 11/25 ~ 12/03
   ⊙ Daily at 12:00PM / 6:00PM / 10:00PM (UTC+9)
        2 tickets distributed at each time
 3. Event League Products Added
   ⊙ Exclusive Event League products will be added.
Earn rewards through the Event League!

※ Event League rewards may vary by session and are subject to change or discontinuation based on operational circumstances."	"<color=#00ff00><size=28>이벤트 리그 안내</size></color>
11/24일부터 10일 간 이벤트 리그가 진행될 예정입니다. 

이벤트 리그 내용
 1. 이벤트 첫날 티켓 지급
   ⊙ 지급 기간: 11/24
   ⊙ 당일 12:00PM / 6:00PM (UTC+9)
   ⊙ 각 시간때 별 5개씩 지급
 2. 이벤트 리그 티켓 푸시 지급
   ⊙ 지급 기간: 11/25 ~ 12/03
   ⊙ 매일 12:00PM / 6:00PM / 10:00PM (UTC+9)
        각 시간때 별 2개씩 지급
 3. 이벤트 리그 상품 추가
   ⊙ 이벤트 리그 전용 상품이 추가됩니다.

이벤트 리그를 통해 보상을 획득해 보세요!

※ 이벤트 리그 보상은 회차별로 달라질 수 있으며,
운영 사정에 따라 변경되거나 중단될 수 있습니다."	"<color=#00ff00><size=28>イベントリーグのご案内</size></color>
11/24から10日間イベントリーグが開催される予定です。
イベントリーグ内容
 1. イベント初日チケット支給
   ⊙ 支給期間: 11/24
   ⊙ 当日 12:00PM / 6:00PM (UTC+9)
   ⊙ 各時間に5個ずつ支給
 2. イベントリーグチケットプッシュ支給
   ⊙ 支給期間: 11/25 ~ 12/03
   ⊙ 毎日 12:00PM / 6:00PM / 10:00PM (UTC+9)
        各時間に2個ずつ支給
 3. イベントリーグ商品追加
   ⊙ イベントリーグ専用商品が追加されます。
イベントリーグを通じて報酬を獲得してみてください!

※ イベントリーグ報酬は回次ごとに異なる場合があり、運営事情により変更または中断される場合があります。"	"<color=#00ff00><size=28>活動聯賽指南</size></color>
活動聯賽將從11/24開始舉行10天。
活動聯賽內容
 1. 活動首日門票發放
   ⊙ 發放期間: 11/24
   ⊙ 當日 12:00PM / 6:00PM (UTC+9)
   ⊙ 每個時段發放5張
 2. 活動聯賽門票推送發放
   ⊙ 發放期間: 11/25 ~ 12/03
   ⊙ 每天 12:00PM / 6:00PM / 10:00PM (UTC+9)
        每個時段發放2張
 3. 活動聯賽商品新增
   ⊙ 將新增活動聯賽專屬商品。
透過活動聯賽獲得獎勵吧!

※ 活動聯賽獎勵可能因場次而異,並可能因營運情況而變更或中止。"	"<color=#00ff00><size=28>คู่มือลีกอีเวนต์</size></color>
ลีกอีเวนต์จะจัดขึ้นเป็นเวลา 10 วันตั้งแต่วันที่ 24 พฤศจิกายน
รายละเอียดลีกอีเวนต์
 1. แจกตั๋วในวันแรกของอีเวนต์
   ⊙ ช่วงเวลาแจก: 11/24
   ⊙ 12:00PM / 6:00PM (UTC+9) ในวันนั้น
   ⊙ แจก 5 ตั๋วในแต่ละช่วงเวลา
 2. แจกตั๋วลีกอีเวนต์แบบพุช
   ⊙ ช่วงเวลาแจก: 11/25 ~ 12/03
   ⊙ ทุกวันเวลา 12:00PM / 6:00PM / 10:00PM (UTC+9)
        แจก 2 ตั๋วในแต่ละช่วงเวลา
 3. เพิ่มสินค้าลีกอีเวนต์
   ⊙ จะมีการเพิ่มสินค้าเฉพาะลีกอีเวนต์
รับรางวัลผ่านลีกอีเวนต์กันเลย!

※ รางวัลลีกอีเวนต์อาจแตกต่างกันในแต่ละรอบ และอาจมีการเปลี่ยนแปลงหรือหยุดดำเนินการตามสถานการณ์การดำเนินงาน"						
11506			FALSE	"<color=#00ff00><size=28>Event League Push Reward Guide</size></color>
◎ Event League Ticket Push Distribution
   ⊙ Distribution Period: 11/25 ~ 12/03
   ⊙ Daily at 12:00PM / 6:00PM / 10:00PM (UTC+9)
        2 tickets distributed at each time"	"<color=#00ff00><size=28>이벤트 리그 푸시 보상 안내</size></color>
◎ 이벤트 리그 티켓 푸시 지급
   ⊙ 지급 기간: 11/25 ~ 12/03
   ⊙ 매일 12:00PM / 6:00PM / 10:00PM (UTC+9)
        각 시간때 별 2개씩 지급"	"<color=#00ff00><size=28>イベントリーグプッシュ報酬のご案内</size></color>
◎ イベントリーグチケットプッシュ支給
   ⊙ 支給期間: 11/25 ~ 12/03
   ⊙ 毎日 12:00PM / 6:00PM / 10:00PM (UTC+9)
        各時間に2個ずつ支給"	"<color=#00ff00><size=28>活動聯賽推送獎勵指南</size></color>
◎ 活動聯賽門票推送發放
   ⊙ 發放期間: 11/25 ~ 12/03
   ⊙ 每天 12:00PM / 6:00PM / 10:00PM (UTC+9)
        每個時段發放2張"	"<color=#00ff00><size=28>คู่มือรางวัลพุชลีกอีเวนต์</size></color>
◎ แจกตั๋วลีกอีเวนต์แบบพุช
   ⊙ ช่วงเวลาแจก: 11/25 ~ 12/03
   ⊙ ทุกวันเวลา 12:00PM / 6:00PM / 10:00PM (UTC+9)
        แจก 2 ตั๋วในแต่ละช่วงเวลา"						
11507			FALSE	"<color=#00ff00><size=28>Event League Push Reward Guide</size></color>
◎ Event League Ticket Push Distribution
   ⊙ Distribution Period: 11/25 ~ 12/03
   ⊙ Daily at 12:00PM / 6:00PM / 10:00PM (UTC+9)
        2 tickets distributed at each time

<color=#00ff00><size=28>GEM Product Bonus Info</size></color>
◎ Bonus given when purchasing GEM products
   ⊙ Event Period: 11/29 12:00PM~ 12/04 12:00PM(UTC+9)
   ⊙ 30% bonus given once per each GEM product"	"<color=#00ff00><size=28>이벤트 리그 푸시 보상 안내</size></color>
◎ 이벤트 리그 티켓 푸시 지급
   ⊙ 지급 기간: 11/25 ~ 12/03
   ⊙ 매일 12:00PM / 6:00PM / 10:00PM (UTC+9)
        각 시간때 별 2개씩 지급

<color=#00ff00><size=28>GEM 상품 보너스 안내</size></color>
◎ GEM 상품 구매 시 보너스 지급
   ⊙ 이벤트 기간: 11/29 12:00PM~ 12/04 12:00PM(UTC+9)
   ⊙ 각 GEM 상품 당 1회씩 상품의 30% 보너스로 지급"	"<color=#00ff00><size=28>イベントリーグプッシュ報酬のご案内</size></color>
◎ イベントリーグチケットプッシュ支給
   ⊙ 支給期間: 11/25 ~ 12/03
   ⊙ 毎日 12:00PM / 6:00PM / 10:00PM (UTC+9)
        各時間に2個ずつ支給

<color=#00ff00><size=28>GEM商品ボーナスのご案内</size></color>
◎ GEM商品購入時にボーナス付与
   ⊙ イベント期間: 11/29 12:00PM~ 12/04 12:00PM(UTC+9)
   ⊙ 各GEM商品につき1回、商品の30%をボーナスとして付与"	"<color=#00ff00><size=28>活動聯賽推送獎勵指南</size></color>
◎ 活動聯賽門票推送發放
   ⊙ 發放期間: 11/25 ~ 12/03
   ⊙ 每天 12:00PM / 6:00PM / 10:00PM (UTC+9)
        每個時段發放2張

<color=#00ff00><size=28>GEM商品獎勵說明</size></color>
◎ 購買GEM商品時發放獎勵
   ⊙ 活動期間: 11/29 12:00PM~ 12/04 12:00PM(UTC+9)
   ⊙ 每個GEM商品可獲得一次30%獎勵"	"<color=#00ff00><size=28>คู่มือรางวัลพุชลีกอีเวนต์</size></color>
◎ แจกตั๋วลีกอีเวนต์แบบพุช
   ⊙ ช่วงเวลาแจก: 11/25 ~ 12/03
   ⊙ ทุกวันเวลา 12:00PM / 6:00PM / 10:00PM (UTC+9)
        แจก 2 ตั๋วในแต่ละช่วงเวลา

<color=#00ff00><size=28>รายละเอียดโบนัสสินค้า GEM</size></color>
◎ รับโบนัสเมื่อซื้อสินค้า GEM
   ⊙ ระยะเวลาอีเวนต์: 11/29 12:00PM~ 12/04 12:00PM(UTC+9)
   ⊙ รับโบนัส 30% ต่อสินค้า GEM แต่ละชิ้น 1 ครั้ง"						
11508		설명	FALSE	Do not show the notice.	이번 시즌 다시 보지 않기	今シーズンは再表示しない	本賽季不再顯示	ฤดูกาลนี้ไม่ต้องแสดงอีก						
11510		PopupSeasonEnd	FALSE	SEASON ENDS	시즌 종료	シーズン終了	賽季結束	สิ้นสุดฤดูกาล						
11511			FALSE	"The current Season has just ended! Your final battle score will not be applied.

The final rewards have been sent."	"진행중이던 시즌이 종료되어 최종 성적은 반영되지 않았습니다.
단 마지막 플레이 보상은 정상적으로 지급되었습니다."	"進行中のシーズンが終了し、最終成績は反映されませんでした。
最後のプレイ報酬は正常に配布されました。"	"進行中的賽季已結束，最終成績未被記錄。
最後一場遊玩獎勵已正常發放。"	ฤดูกาลที่กำลังดำเนินอยู่ได้สิ้นสุดลงแล้ว ผลสุดท้ายจะไม่ถูกบันทึก รางวัลจากการเล่นครั้งสุดท้ายจะได้รับตามปกติ						
11513		하단 버튼	FALSE	OK	OK	OK	確認	ตกลง						
11515			FALSE	"<color=#00ff00><size=28>Normal League Improvement Notice</size></color>
◎ Normal League Update
   ⊙ Ranks Added
        - Rewards given upon reaching each rank
   ⊙ Normal League Period: 25/12/05 12:00PM ~ 26/01/02 12:00PM
        - Achieved ranks will be reset at the end of the period"	"<color=#00ff00><size=28>일반 리그 개선 안내</size></color>
◎ 일반 리그 업데이트
   ⊙ 등급 추가
        - 등급 달성 시 보상 지급
   ⊙ 일반 리그 기간 : 25/12/05 12:00PM ~ 26/01/02 12:00PM
        - 달성한 등급은 기간 종료 시 초기화"	"<color=#00ff00><size=28>通常リーグ改善のお知らせ</size></color>
◎ 通常リーグアップデート
   ⊙ ランク追加
        - ランク達成時に報酬支給
   ⊙ 通常リーグ期間 : 25/12/05 12:00PM ~ 26/01/02 12:00PM
        - 達成したランクは期間終了時に初期化"	"<color=#00ff00><size=28>一般聯賽改善公告</size></color>
◎ 一般聯賽更新
   ⊙ 新增等級
        - 達成等級時發放獎勵
   ⊙ 一般聯賽期間 : 25/12/05 12:00PM ~ 26/01/02 12:00PM
        - 達成的等級將在期間結束時重置"	"<color=#00ff00><size=28>ประกาศปรับปรุงลีกปกติ</size></color>
◎ อัปเดตลีกปกติ
   ⊙ เพิ่มระดับ
        - รับรางวัลเมื่อถึงแต่ละระดับ
   ⊙ ช่วงเวลาลีกปกติ : 25/12/05 12:00PM ~ 26/01/02 12:00PM
        - ระดับที่ได้รับจะถูกรีเซ็ตเมื่อสิ้นสุดช่วงเวลา"						
11516			FALSE	"<color=#00ff00><size=28>Event League Notice</size></color>
An Event League will be held for 10 days starting from 12/15.

Event League Details
 1. Tickets Given on Event First Day
   ⊙ Distribution Period: 12/15
   ⊙ 12:00PM / 6:00PM on the day (UTC+9)
   ⊙ 5 tickets given at each time
 2. Event League Products Added
   ⊙ Event League exclusive products will be added.

<color=#00ff00><size=28>Event Notice</size></color>
 1. Collection Rush Event Open
   ⊙ Event Period: 12/15 12:00PM ~ 1/14 12:00PM (UTC+9)
 2. GEM Discount Event Open
   ⊙ Event Period: 12/15 12:00PM ~ 12/18 12:00PM (UTC+9)

<color=#00ff00><size=28>Codex Addition Notice</size></color>
 1. Guardian Codex Added
   ⊙ Located in Lobby - Menu
   ⊙ View Guardians by grade
 2. Guardian Names Added
   ⊙ Can be viewed in Guardian Info

Earn rewards through the Event League!

※ Event League rewards may vary by season,
and may be changed or discontinued depending on operational circumstances."	"<color=#00ff00><size=28>이벤트 리그 안내</size></color>
12/15일부터 10일 간 이벤트 리그가 진행될 예정입니다. 

이벤트 리그 내용
 1. 이벤트 첫날 티켓 지급
   ⊙ 지급 기간: 12/15
   ⊙ 당일 12:00PM / 6:00PM (UTC+9)
   ⊙ 각 시간때 별 5개씩 지급
 2. 이벤트 리그 상품 추가
   ⊙ 이벤트 리그 전용 상품이 추가됩니다.

<color=#00ff00><size=28>이벤트 안내</size></color>
 1. 수집 러쉬 이벤트 오픈
   ⊙ 이벤트 기간: 12/15 12:00PM ~ 1/14 12:00PM (UTC+9)
 2. GEM 할인 이벤트 오픈
   ⊙ 이벤트 기간 : 12/15 12:00PM ~ 12/18 12:00PM (UTC+9)

<color=#00ff00><size=28>도감 추가 안내</size></color>
 1. 가디언 도감 추가
   ⊙ 로비 - 메뉴에 위치
   ⊙ 등급 별 가디언 확인 가능
 2. 가디언 이름 추가
   ⊙ 가디언 정보에서 확인 가능

이벤트 리그를 통해 보상을 획득해 보세요!

※ 이벤트 리그 보상은 회차별로 달라질 수 있으며,
운영 사정에 따라 변경되거나 중단될 수 있습니다."	"<color=#00ff00><size=28>イベントリーグのお知らせ</size></color>
12/15から10日間イベントリーグが開催されます。

イベントリーグ内容
 1. イベント初日チケット支給
   ⊙ 支給期間: 12/15
   ⊙ 当日 12:00PM / 6:00PM (UTC+9)
   ⊙ 各時間帯に5枚ずつ支給
 2. イベントリーグ商品追加
   ⊙ イベントリーグ専用商品が追加されます。

<color=#00ff00><size=28>イベントのお知らせ</size></color>
 1. コレクションラッシュイベントオープン
   ⊙ イベント期間: 12/15 12:00PM ~ 1/14 12:00PM (UTC+9)
 2. GEM割引イベントオープン
   ⊙ イベント期間: 12/15 12:00PM ~ 12/18 12:00PM (UTC+9)

<color=#00ff00><size=28>図鑑追加のお知らせ</size></color>
 1. ガーディアン図鑑追加
   ⊙ ロビー - メニューに配置
   ⊙ グレード別ガーディアン確認可能
 2. ガーディアン名追加
   ⊙ ガーディアン情報で確認可能

イベントリーグで報酬を獲得しましょう!

※ イベントリーグ報酬はシーズンごとに異なる場合があり、
運営事情により変更または中止される場合があります。"	"<color=#00ff00><size=28>活動聯賽公告</size></color>
活動聯賽將從12/15開始進行10天。

活動聯賽內容
 1. 活動首日發放票券
   ⊙ 發放期間: 12/15
   ⊙ 當日 12:00PM / 6:00PM (UTC+9)
   ⊙ 每個時段各發放5張
 2. 新增活動聯賽商品
   ⊙ 將新增活動聯賽專屬商品。

<color=#00ff00><size=28>活動公告</size></color>
 1. 收集衝刺活動開放
   ⊙ 活動期間: 12/15 12:00PM ~ 1/14 12:00PM (UTC+9)
 2. GEM折扣活動開放
   ⊙ 活動期間: 12/15 12:00PM ~ 12/18 12:00PM (UTC+9)

<color=#00ff00><size=28>圖鑑新增公告</size></color>
 1. 新增守護者圖鑑
   ⊙ 位於大廳 - 選單
   ⊙ 可按等級查看守護者
 2. 新增守護者名稱
   ⊙ 可在守護者資訊中查看

透過活動聯賽獲得獎勵吧!

※ 活動聯賽獎勵可能因每期而異,
並可能因營運情況而變更或中止。"	"<color=#00ff00><size=28>ประกาศลีกกิจกรรม</size></color>
ลีกกิจกรรมจะจัดขึ้นเป็นเวลา 10 วันเริ่มตั้งแต่ 12/15

รายละเอียดลีกกิจกรรม
 1. แจกตั๋ววันแรกของกิจกรรม
   ⊙ ช่วงเวลาแจก: 12/15
   ⊙ 12:00PM / 6:00PM ของวัน (UTC+9)
   ⊙ แจก 5 ใบในแต่ละช่วงเวลา
 2. เพิ่มสินค้าลีกกิจกรรม
   ⊙ จะมีการเพิ่มสินค้าพิเศษสำหรับลีกกิจกรรม

<color=#00ff00><size=28>ประกาศกิจกรรม</size></color>
 1. เปิดกิจกรรม Collection Rush
   ⊙ ช่วงเวลากิจกรรม: 12/15 12:00PM ~ 1/14 12:00PM (UTC+9)
 2. เปิดกิจกรรมลด GEM
   ⊙ ช่วงเวลากิจกรรม: 12/15 12:00PM ~ 12/18 12:00PM (UTC+9)

<color=#00ff00><size=28>ประกาศเพิ่มสมุดภาพ</size></color>
 1. เพิ่มสมุดภาพการ์เดียน
   ⊙ อยู่ที่ล็อบบี้ - เมนู
   ⊙ สามารถดูการ์เดียนตามระดับได้
 2. เพิ่มชื่อการ์เดียน
   ⊙ สามารถดูได้ในข้อมูลการ์เดียน

รับรางวัลผ่านลีกกิจกรรม!

※ รางวัลลีกกิจกรรมอาจแตกต่างกันในแต่ละซีซั่น
และอาจมีการเปลี่ยนแปลงหรือยกเลิกตามสถานการณ์การดำเนินงาน"						
11517			FALSE	"<color=#00ff00><size=28>Ore Content Addition Notice</size></color>
 1. Ore Content Added
   ⊙ Located in Adventure - Ore
   ⊙ 30 pickaxes given initially
   ⊙ 1 pickaxe consumed per ore destroyed
   ⊙ Recharges every 10 minutes per pickaxe
 2. Rewards
   ⊙ In-game items and GOLD/GEM can be obtained

<color=#00ff00><size=28>Product Addition Notice</size></color>
 1. Limited Products Added
   ⊙ Daily/Weekly purchasable products added
   ⊙ Various product configurations"	"<color=#00ff00><size=28>광석 컨텐츠 추가 안내</size></color>
 1. 광석 컨텐츠 추가
   ⊙ 모험 - 광석에 위치
   ⊙ 최초 30개 곡괭이 지급
   ⊙ 광석 1개 파괴 시 곡괭이 1개 소모
   ⊙ 1개당 10분단위로 충전
 2. 보상
   ⊙ 게임 내 아이템 및 GOLD/GEM 획득 가능

<color=#00ff00><size=28>상품 추가 안내</size></color>
 1. 한정 상품 추가
   ⊙ 일일/주간 구매 가능한 상품 추가
   ⊙ 다양한 상품 구성"	"<color=#00ff00><size=28>鉱石コンテンツ追加のお知らせ</size></color>
 1. 鉱石コンテンツ追加
   ⊙ 冒険 - 鉱石に配置
   ⊙ 初回つるはし30個支給
   ⊙ 鉱石1個破壊時つるはし1個消費
   ⊙ 1個につき10分単位で補充
 2. 報酬
   ⊙ ゲーム内アイテムおよびGOLD/GEM獲得可能

<color=#00ff00><size=28>商品追加のお知らせ</size></color>
 1. 限定商品追加
   ⊙ 毎日/週間購入可能な商品追加
   ⊙ 様々な商品構成"	"<color=#00ff00><size=28>礦石內容新增公告</size></color>
 1. 新增礦石內容
   ⊙ 位於冒險 - 礦石
   ⊙ 初次發放30個鎬
   ⊙ 破壞1個礦石消耗1個鎬
   ⊙ 每個鎬每10分鐘補充
 2. 獎勵
   ⊙ 可獲得遊戲內道具及GOLD/GEM

<color=#00ff00><size=28>商品新增公告</size></color>
 1. 新增限定商品
   ⊙ 新增每日/每週可購買商品
   ⊙ 多樣化商品組合"	"<color=#00ff00><size=28>ประกาศเพิ่มเนื้อหาแร่</size></color>
 1. เพิ่มเนื้อหาแร่
   ⊙ อยู่ที่ผจญภัย - แร่
   ⊙ แจกพิคแอกซ์ 30 อันในครั้งแรก
   ⊙ ใช้พิคแอกซ์ 1 อันต่อการทำลายแร่ 1 ก้อน
   ⊙ เติมทุก 10 นาทีต่อ 1 อัน
 2. รางวัล
   ⊙ สามารถรับไอเทมในเกมและ GOLD/GEM

<color=#00ff00><size=28>ประกาศเพิ่มสินค้า</size></color>
 1. เพิ่มสินค้าจำกัด
   ⊙ เพิ่มสินค้าที่ซื้อได้รายวัน/รายสัปดาห์
   ⊙ สินค้าหลากหลายรูปแบบ"						
DOWNLOAD		새 버전 다운로드 팝업 버튼	FALSE	DOWNLOAD	다운로드	ダウンロード	下載	ดาวน์โหลด						
SERVER_MAINTENANCE		서버 점검용 팝업 버튼	FALSE	OK	OK	OK	確認	ตกลง						
12000	스킬 - 상태효과	스킬이름	FALSE	RECOVERY	회복	回復	回復	ฟื้นฟู						
12001			FALSE	SHIELD	보호막	シールド	護盾	โล่						
12002			FALSE	COUNTERATTACK	복수	復讐	復仇	การแก้แค้น						
12003			FALSE	ATK BUFF	ATK 강화버프	攻撃強化	攻擊力強化	เพิ่มพลังโจมตี						
12004			FALSE	CRIT BUFF	CRIT 강화버프	CRIT強化	爆擊強化	เพิ่มโอกาสคริติคอล						
12005			FALSE	DEF BUFF	DEF 강화버프	防御強化	防禦力強化	เพิ่มพลังป้องกัน						
12006			FALSE	IMMUNITY	면역	免疫	免疫	ภูมิคุ้มกัน						
12007			FALSE	STUN	기절	気絶	暈眩	สตัน						
12008			FALSE	BURNING	화상	火傷	燃燒	เผาไหม้						
12009			FALSE	SLEEP	수면	睡眠	睡眠	หลับ						
12010			FALSE	ATK DEBUFF	ATK 약화버프	攻撃弱化	攻擊力弱化	ลดพลังโจมตี						
12011			FALSE	CRIT DEBUFF	CRIT 약화버프	CRIT弱化	爆擊弱化	ลดโอกาสคริติคอล						
12012			FALSE	DEF DEBUFF	DEF 약화	防御弱化	防禦力弱化	ลดพลังป้องกัน						
12013			FALSE	HINDER HEAL	회복 불가	回復不可	無法恢復	ไม่สามารถฟื้นฟูได้						
12014			FALSE	PROVOKE	도발	挑発	嘲諷	ล่อเป้า						
12015			FALSE	SILENCE	침묵	沈黙	沉默	เงียบ						
12016			FALSE	POISON	중독	毒	中毒	พิษ						
13000		스킬설명	FALSE	Heal {0}% of HP for each turn. 	적용 후 1턴 경과 후, 매 턴마다 자신 최대HP {0}%의 HP을 회복합니다.	適用後1ターン経過後、毎ターン自身の最大HPの{0}%を回復します。	生效後 1 回合，每回合恢復自身最大生命值{0}%。	หลังจากผ่านไป 1 เทิร์น จะฟื้นฟู พลังชีวิต {0}% ของ พลังชีวิต สูงสุดในทุกเทิร์น						
13001			FALSE	Put a Shield equivalent to {0}% of Max HP to absorb damage. 	자신 최대 HP의 {0}%에 해당하는 보호막을 형성하여 피해를 흡수합니다.	自身の最大HPの{0}%分のシールドを形成し、ダメージを吸収します。	產生相當於自身最大生命值{0}% 的護盾，吸收傷害。	สร้างโล่ที่สามารถดูดซับความเสียหายได้ {0}% ของ พลังชีวิต สูงสุดของตนเอง						
13002			FALSE	Switch to Counterattack mode. 	피격 시 되받아 공격하는 상태가 됩니다.	被撃時に反撃状態になります。	受到攻擊時會反擊。	เมื่อถูกโจมตีจะโจมตีสวนกลับ						
13003			FALSE	Increase ATK by {0}%.	자신의 ATK 스탯이 {0}% 증가합니다.	自身のATKが{0}%増加します。	自身攻擊力提升 {0}%。	เพิ่มค่าสถานะพลังโจมตีของตัวเอง {0}%						
13004			FALSE	Increase CRIT by {0}%.	자신의 CRIT 스탯이 {0}% 증가합니다.	自身のCRIT率が{0}%増加します。	自身爆擊率提升 {0}%。	เพิ่มค่าสถานะโอกาสคริติคอลของตัวเอง {0}%						
13005			FALSE	Increase DEF by {0}%.	자신의 DEF 스탯이 {0}% 증가합니다.	自身のDEFが{0}%増加します。	自身防禦力提升 {0}%。	เพิ่มค่าสถานะพลังป้องกันของตัวเอง {0}%						
13006			FALSE	Remove all negative effects on a Guardian. The Guardian becomes immune to all negative effects.	자신에게 부여된 약화 상태 효과들을 모두 제거하며, 이후에도 약화 상태 효과를 받지 않는 상태가 됩니다.	自身に付与されたデバフ効果をすべて解除し、以後デバフを受けなくなります。	移除自身所有弱化效果，並進入免疫弱化狀態。	ลบดีบัฟทั้งหมดของตัวเอง และอยู่ในสถานะป้องกันดีบัฟ						
13007			FALSE	Stun a Guardian and make it unable to attack or use skills.	기절해서 공격과 스킬을 사용할 수 없는 상태가 됩니다.	気絶して攻撃やスキルを使用できない状態になります。	暈眩狀態，無法攻擊或使用技能。	ติดสตัน ไม่สามารถโจมตีหรือใช้สกิลได้						
